name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n34_k0.96_h5,BBreak,"{""n"": 34, ""k"": 0.96, ""h"": 5}",0.0544058454044869,0.2025775536471921,-0.12978468882487737,34,0.5476190476190477,0.14575540727233616,1.895774736276557,-0.03105638203944394,7,0.464,-1000000000.0,0
BBreak_n37_k0.55_h4,BBreak,"{""n"": 37, ""k"": 0.55, ""h"": 4}",0.13626831842676634,0.3929314886630072,-0.13882759031128877,40,0.5886243386243386,0.13162486492362424,1.6243167069230393,-0.05818007699483707,9,0.516,-0.7448807329692875,1
BBreak_n30_k0.89_h6,BBreak,"{""n"": 30, ""k"": 0.89, ""h"": 6}",0.14268747847893581,0.412800524871695,-0.12128925920607903,34,0.5555555555555556,0.09495530976382449,1.141214213586662,-0.06284272564401616,11,0.54,-2.6624787643510475,1
BBreak_n31_k0.64_h5,BBreak,"{""n"": 31, ""k"": 0.64, ""h"": 5}",0.14410884998719475,0.40227976595537174,-0.14395797803035415,38,0.5793650793650794,0.08975867189085895,1.1000987507953695,-0.05813602633617776,13,0.54,-3.2011295392258288,1
BBreak_n42_k0.5_h2,BBreak,"{""n"": 42, ""k"": 0.5, ""h"": 2}",0.215469275356873,0.579751365777619,-0.12260548883364397,38,0.5846560846560847,0.14670239928918072,1.7800209835945433,-0.05996668405437966,5,0.536,-1000000000.0,0
BBreak_n38_k0.8_h3,BBreak,"{""n"": 38, ""k"": 0.8, ""h"": 3}",0.09936671414829967,0.3211808344123171,-0.15209762021337025,36,0.5383597883597884,0.1610893612685229,2.0178442917006683,-0.03451333354091557,5,0.492,-1000000000.0,0
BBreak_n35_k0.57_h2,BBreak,"{""n"": 35, ""k"": 0.57, ""h"": 2}",0.10392297570151454,0.3201343239450899,-0.12548729626875443,44,0.5714285714285714,0.16574482081419495,2.069666891656425,-0.03346600961168411,9,0.512,2.8329520405830517,1
BBreak_n39_k0.52_h7,BBreak,"{""n"": 39, ""k"": 0.52, ""h"": 7}",0.19294848436398349,0.5198155004735241,-0.1744889633875606,36,0.6005291005291006,0.10415199682436982,1.2688596549995577,-0.08220837414648252,9,0.564,-4.122309849237025,1
BBreak_n28_k0.59_h3,BBreak,"{""n"": 28, ""k"": 0.59, ""h"": 3}",0.14054692254930767,0.39565773801614684,-0.12274106334726564,40,0.582010582010582,0.0922263505315517,1.1448463495737542,-0.058768912872493084,17,0.54,-3.1224426343675944,1
BBreak_n28_k0.55_h7,BBreak,"{""n"": 28, ""k"": 0.55, ""h"": 7}",0.11054805987117611,0.32580171738742,-0.16813602892208468,36,0.5912698412698413,0.13990148227028354,1.613934093495877,-0.03889150428413224,11,0.572,0.12933039614882436,1
BBreak_n33_k0.62_h8,BBreak,"{""n"": 33, ""k"": 0.62, ""h"": 8}",0.12667342926627856,0.3583716404099456,-0.1254028499325659,34,0.5833333333333334,0.12187567687174017,1.4856007117562862,-0.06983847980632463,9,0.536,-1.9391132980320585,1
BBreak_n34_k0.68_h4,BBreak,"{""n"": 34, ""k"": 0.68, ""h"": 4}",0.06265330655044488,0.21943648070479024,-0.1362476977510434,40,0.5687830687830688,0.12397384009639123,1.5473424073787532,-0.05818007699483729,11,0.516,-2.0157524348440052,1
BBreak_n21_k0.75_h6,BBreak,"{""n"": 21, ""k"": 0.75, ""h"": 6}",0.22841737150092611,0.5900754332215685,-0.11138606368986781,48,0.5674603174603174,0.03697266036762592,0.45793862763283927,-0.08727029266685782,13,0.584,-6.747866822649353,1
BBreak_n33_k0.63_h6,BBreak,"{""n"": 33, ""k"": 0.63, ""h"": 6}",0.09419990763453745,0.29138989618694566,-0.13699656381901815,36,0.578042328042328,0.1418886090866831,1.72954120233146,-0.05634617093460259,9,0.528,-0.4586467607095046,1
