name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n24_k0.55_h4,BBreak,"{""n"": 24, ""k"": 0.55, ""h"": 4}",0.16898759071091418,0.46502822096932217,-0.10537836014711865,50,0.578042328042328,0.059773464291663636,0.7674709643768189,-0.08029078691841429,15,0.564,-5.737583526494774,1
BBreak_n39_k0.64_h4,BBreak,"{""n"": 39, ""k"": 0.64, ""h"": 4}",0.1688422053096028,0.4855083702565907,-0.14038023669855737,38,0.5648148148148148,0.16170458696536505,2.0246454501378564,-0.034369593408410615,5,0.504,-1000000000.0,0
BBreak_n30_k0.4_h6,BBreak,"{""n"": 30, ""k"": 0.4, ""h"": 6}",0.08314973876486564,0.26228867259767963,-0.21075921927933572,38,0.6124338624338624,0.09318866216575317,1.077216093140784,-0.060962507163231705,15,0.596,-5.465968676392507,1
BBreak_n30_k0.7_h4,BBreak,"{""n"": 30, ""k"": 0.7, ""h"": 4}",0.08620069929659713,0.27378355056013276,-0.1559904252273434,40,0.5740740740740741,0.08186599567175445,1.0188970721140695,-0.057735859221369035,15,0.512,-4.603796266257172,1
BBreak_n21_k0.72_h7,BBreak,"{""n"": 21, ""k"": 0.72, ""h"": 7}",0.22464887357348373,0.5789546508731293,-0.1113860636898677,48,0.5727513227513228,0.023520732324422644,0.30710777134096234,-0.09819987843303124,13,0.592,-8.320884626448967,1
BBreak_n38_k0.44_h1,BBreak,"{""n"": 38, ""k"": 0.44, ""h"": 1}",0.15309339300522917,0.4332547920599822,-0.12659306543599158,44,0.5833333333333334,0.15420847155427952,1.921286500713559,-0.044242463016084366,9,0.528,1.882890368395504,1
BBreak_n36_k0.94_h6,BBreak,"{""n"": 36, ""k"": 0.94, ""h"": 6}",0.14445135329778425,0.42817028460691864,-0.14182822550245378,32,0.5476190476190477,0.1588994398179211,2.02394100373321,-0.033806227749903384,5,0.468,-1000000000.0,0
BBreak_n34_k0.67_h5,BBreak,"{""n"": 34, ""k"": 0.67, ""h"": 5}",0.09635496503680452,0.29736732716850617,-0.13987678711883356,38,0.5740740740740741,0.12144653388879845,1.5190905362875273,-0.06029780185010725,11,0.52,-2.004261191059745,1
BBreak_n20_k0.89_h4,BBreak,"{""n"": 20, ""k"": 0.89, ""h"": 4}",0.13923994275587304,0.4193397374063149,-0.12009352753089952,46,0.5462962962962963,0.048597963389794385,0.59558814605278,-0.07673355213709199,15,0.556,-6.589284537497601,1
BBreak_n33_k0.59_h3,BBreak,"{""n"": 33, ""k"": 0.59, ""h"": 3}",0.14985717171800905,0.42001980998607646,-0.10735681140937814,42,0.5753968253968254,0.14286349989541058,1.8054496499944028,-0.04235172111781771,11,0.512,1.67797925515405,1
BBreak_n35_k0.91_h10,BBreak,"{""n"": 35, ""k"": 0.91, ""h"": 10}",0.17642193815956841,0.5014460268134048,-0.12128925920607869,32,0.5502645502645502,0.1588994398179211,2.02394100373321,-0.033806227749903384,5,0.468,-1000000000.0,0
BBreak_n26_k0.63_h7,BBreak,"{""n"": 26, ""k"": 0.63, ""h"": 7}",0.0751738221267868,0.24795364677484374,-0.15612031464590415,42,0.5925925925925926,0.14985760916204027,1.705444649971791,-0.04397698826286156,11,0.576,-0.008798539087349067,1
BBreak_n31_k1.16_h9,BBreak,"{""n"": 31, ""k"": 1.16, ""h"": 9}",0.1615896071787366,0.4465694312199672,-0.1243719335579595,32,0.5423280423280423,0.1312620349899345,1.6077281776278889,-0.043052842655184165,7,0.508,-1000000000.0,0
BBreak_n22_k0.82_h3,BBreak,"{""n"": 22, ""k"": 0.82, ""h"": 3}",0.2211903431426414,0.5957095088761954,-0.11417115585760629,46,0.544973544973545,0.05996514231263794,0.7716783362952614,-0.0835078618354661,13,0.532,-5.378444612632277,1
BBreak_n36_k0.54_h4,BBreak,"{""n"": 36, ""k"": 0.54, ""h"": 4}",0.1772239738846284,0.48280574667030335,-0.10778749183361536,42,0.58994708994709,0.13593697511019887,1.6717078232886746,-0.05818007699483707,9,0.52,0.48926793273774394,1
BBreak_n30_k0.74_h5,BBreak,"{""n"": 30, ""k"": 0.74, ""h"": 5}",0.12183826537520726,0.353858708210662,-0.14395797803035404,38,0.5767195767195767,0.07974735786722142,1.0106359514162524,-0.054866218840083136,13,0.492,-1000000000.0,0
