split,source,strategy,Return[%],Sharpe,MaxDD[%],Trades
train,alpha,BuyHold,18.597624285,0.21755899343774,-34.01495268241283,1
train,alpha,SMA10-50,20.31041668000004,0.4431075896835386,-16.188995546349872,7
train,alpha,RSI14,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,8
