timestamp,equity,bh_equity
2020-01-02,1.0,1.0
2020-01-03,1.0,0.9924277403269001
2020-01-06,1.0,0.99621387016345
2020-01-07,1.0,0.9934127497152707
2020-01-08,1.0,0.9987071751777634
2020-01-09,1.0,1.0054791147228122
2020-01-10,1.0,1.0025856496444732
2020-01-13,1.0,1.0094807153630683
2020-01-14,1.0,1.007941638193739
2020-01-15,1.0,1.0102194724043463
2020-01-16,1.0,1.0186228337488843
2020-01-17,1.0,1.0217933327177025
2020-01-21,1.0,1.0197925323975745
2020-01-22,1.0,1.0199156585711207
2020-01-23,1.0,1.021085357219811
2020-01-24,1.0,1.0120048019207681
2020-01-27,1.0,0.9957829285560378
2020-01-28,1.0,1.0062178717640902
2020-01-29,1.0,1.0053867700926524
2020-01-30,1.0,1.0086496136916305
2020-01-31,1.0,0.9903345953766122
2020-02-03,1.0,0.9976913842460061
2020-02-04,1.0,1.0128974666789792
2020-02-05,1.0,1.0245944531658817
2020-02-06,1.0,1.0280419860251793
2020-02-07,1.0,1.0225628713023671
2020-02-10,1.0,1.0301966940622402
2020-02-11,1.0,1.031982023578662
2020-02-12,1.0,1.0386308369501647
2020-02-13,1.0,1.0375227013882475
2020-02-14,1.0,1.0391849047311232
2020-02-18,1.0,1.0365069104564903
2020-02-19,1.0,1.0414627389417304
2020-02-20,0.9995,1.037184104410995
2020-02-21,0.9892068852945543,1.0265029088558502
2020-02-24,0.9559212364000597,0.9924585218702866
2020-02-25,0.9559212364000597,0.9623849539815925
2020-02-26,0.9559212364000597,0.9588450764921354
2020-02-27,0.9559212364000597,0.9157816972943023
2020-02-28,0.9559212364000597,0.9119340043709792
2020-03-02,0.9559212364000597,0.9514267245359681
2020-03-03,0.9559212364000597,0.9241850586388402
2020-03-04,0.9559212364000597,0.9630313663927109
2020-03-05,0.9559212364000597,0.9310185612706621
2020-03-06,0.9559212364000597,0.9156277895773693
2020-03-09,0.9559212364000597,0.8441222642903315
2020-03-10,0.9559212364000597,0.8878012743558963
2020-03-11,0.9559212364000597,0.8445224243543572
2020-03-12,0.9559212364000597,0.7637208729645705
2020-03-13,0.9559212364000597,0.8290085264875181
2020-03-16,0.9559212364000597,0.7382953181272509
2020-03-17,0.9559212364000597,0.778157416812879
2020-03-18,0.9559212364000597,0.7387570412780496
2020-03-19,0.9559212364000597,0.7403268999907655
2020-03-20,0.9559212364000597,0.704281712685074
2020-03-23,0.9559212364000597,0.6862745098039216
2020-03-24,0.9559212364000597,0.7484532274448241
2020-03-25,0.9559212364000597,0.7596577092375412
2020-03-26,0.9559212364000597,0.8040139132576107
2020-03-27,0.9559212364000597,0.7800658725028472
2020-03-30,0.9559212364000597,0.805399082710007
2020-03-31,0.9559212364000597,0.7933942807892388
2020-04-01,0.9559212364000597,0.7576876904607998
2020-04-02,0.9559212364000597,0.7751716071043803
