timestamp,position,price,equity
2020-01-02,0,324.87,1.0
2020-01-03,1,322.41,0.9995
2020-01-06,0,323.64,1.0028114540802084
2020-01-07,1,322.73,1.0023100483531684
2020-01-08,0,324.45,1.0071480663111312
2020-01-09,0,326.65,1.0071480663111312
2020-01-10,0,325.71,1.0071480663111312
2020-01-13,0,327.95,1.0071480663111312
2020-01-14,0,327.45,1.0071480663111312
2020-01-15,0,328.19,1.0071480663111312
2020-01-16,0,330.92,1.0071480663111312
2020-01-17,0,331.95,1.0071480663111312
2020-01-21,0,331.3,1.0071480663111312
2020-01-22,0,331.34,1.0071480663111312
2020-01-23,0,331.72,1.0071480663111312
2020-01-24,0,328.77,1.0071480663111312
2020-01-27,1,323.5,1.0066444922779756
2020-01-28,0,326.89,1.0166846586451532
2020-01-29,0,326.62,1.0166846586451532
2020-01-30,0,327.68,1.0166846586451532
2020-01-31,1,321.73,1.0161763163158306
2020-02-03,0,324.12,1.0232132101776799
2020-02-04,0,329.06,1.0232132101776799
2020-02-05,0,332.86,1.0232132101776799
2020-02-06,0,333.98,1.0232132101776799
2020-02-07,0,332.2,1.0232132101776799
2020-02-10,0,334.68,1.0232132101776799
2020-02-11,0,335.26,1.0232132101776799
2020-02-12,0,337.42,1.0232132101776799
2020-02-13,0,337.06,1.0232132101776799
2020-02-14,0,337.6,1.0232132101776799
2020-02-18,0,336.73,1.0232132101776799
2020-02-19,0,338.34,1.0232132101776799
2020-02-20,0,336.95,1.0232132101776799
2020-02-21,0,333.48,1.0232132101776799
2020-02-24,1,322.42,1.022701603572591
2020-02-25,0,312.65,0.9912157512833947
2020-02-26,1,311.5,0.990720143407753
2020-02-27,0,297.51,0.9457520876093355
2020-02-28,1,296.26,0.9452792115655309
2020-03-02,0,309.09,0.9857228897827534
2020-03-03,1,300.24,0.985230028337862
2020-03-04,0,312.86,1.0261289206383246
2020-03-05,0,302.46,1.0261289206383246
2020-03-06,1,297.46,1.0256158561780055
2020-03-09,0,274.23,0.945048103683099
2020-03-10,0,288.42,0.945048103683099
2020-03-11,1,274.36,0.9445755796312575
2020-03-12,0,248.11,0.8537741206399626
2020-03-13,0,269.32,0.8537741206399626
2020-03-16,1,239.85,0.8533472335796427
2020-03-17,0,252.8,0.8989715136902616
2020-03-18,1,240.0,0.8985220279334165
2020-03-19,0,240.51,0.8999811715491536
2020-03-20,1,228.8,0.899531180963379
2020-03-23,0,222.95,0.8760935382752949
2020-03-24,0,243.15,0.8760935382752949
2020-03-25,0,246.79,0.8760935382752949
2020-03-26,0,261.2,0.8760935382752949
2020-03-27,0,253.42,0.8760935382752949
2020-03-30,0,261.65,0.8760935382752949
2020-03-31,0,257.75,0.8760935382752949
2020-04-01,0,246.15,0.8760935382752949
2020-04-02,0,251.83,0.8760935382752949
2020-04-03,0,248.19,0.8760935382752949
2020-04-06,0,264.86,0.8760935382752949
2020-04-07,0,265.13,0.8760935382752949
2020-04-08,0,274.03,0.8760935382752949
2020-04-09,0,278.2,0.8760935382752949
2020-04-13,0,275.66,0.8760935382752949
2020-04-14,0,283.79,0.8760935382752949
2020-04-15,0,277.76,0.8760935382752949
2020-04-16,0,279.1,0.8760935382752949
2020-04-17,0,286.64,0.8760935382752949
2020-04-20,0,281.59,0.8760935382752949
2020-04-21,0,273.04,0.8760935382752949
2020-04-22,0,279.1,0.8760935382752949
2020-04-23,0,279.08,0.8760935382752949
2020-04-24,0,282.97,0.8760935382752949
2020-04-27,0,287.05,0.8760935382752949
2020-04-28,0,285.73,0.8760935382752949
2020-04-29,0,293.21,0.8760935382752949
2020-04-30,0,290.48,0.8760935382752949
2020-05-01,0,282.79,0.8760935382752949
2020-05-04,0,283.57,0.8760935382752949
2020-05-05,0,286.19,0.8760935382752949
2020-05-06,0,284.25,0.8760935382752949
2020-05-07,0,287.68,0.8760935382752949
2020-05-08,0,292.44,0.8760935382752949
2020-05-11,0,292.5,0.8760935382752949
2020-05-12,0,286.67,0.8760935382752949
2020-05-13,1,281.6,0.8756554915061573
2020-05-14,0,284.97,0.8856916819666278
2020-05-15,0,286.28,0.8856916819666278
2020-05-18,0,295.0,0.8856916819666278
2020-05-19,0,291.97,0.8856916819666278
2020-05-20,0,296.93,0.8856916819666278
2020-05-21,0,294.88,0.8856916819666278
2020-05-22,0,295.44,0.8856916819666278
2020-05-26,0,299.08,0.8856916819666278
2020-05-27,0,303.53,0.8856916819666278
2020-05-28,0,302.97,0.8856916819666278
2020-05-29,0,304.32,0.8856916819666278
2020-06-01,0,305.55,0.8856916819666278
2020-06-02,0,308.08,0.8856916819666278
2020-06-03,0,312.18,0.8856916819666278
2020-06-04,0,311.36,0.8856916819666278
2020-06-05,0,319.34,0.8856916819666278
2020-06-08,0,323.2,0.8856916819666278
2020-06-09,0,320.79,0.8856916819666278
2020-06-10,0,319.0,0.8856916819666278
2020-06-11,1,300.61,0.8852488361256445
2020-06-12,0,304.21,0.895402340785614
2020-06-15,0,307.05,0.895402340785614
2020-06-16,0,312.96,0.895402340785614
2020-06-17,0,311.66,0.895402340785614
2020-06-18,0,311.78,0.895402340785614
2020-06-19,0,308.64,0.895402340785614
2020-06-22,0,310.62,0.895402340785614
2020-06-23,0,312.05,0.895402340785614
2020-06-24,1,304.09,0.8949546396152213
2020-06-25,0,307.35,0.9040967356095084
2020-06-26,1,300.05,0.9036446872417038
2020-06-29,0,304.46,0.9164675875583079
2020-06-30,0,308.36,0.9164675875583079
2020-07-01,0,310.52,0.9164675875583079
2020-07-02,0,312.23,0.9164675875583079
2020-07-06,0,317.05,0.9164675875583079
2020-07-07,0,313.78,0.9164675875583079
2020-07-08,0,316.18,0.9164675875583079
2020-07-09,0,314.38,0.9164675875583079
2020-07-10,0,317.59,0.9164675875583079
2020-07-13,0,314.84,0.9164675875583079
2020-07-14,0,318.92,0.9164675875583079
2020-07-15,0,321.85,0.9164675875583079
2020-07-16,0,320.79,0.9164675875583079
2020-07-17,0,321.72,0.9164675875583079
2020-07-20,0,324.32,0.9164675875583079
2020-07-21,0,325.01,0.9164675875583079
2020-07-22,0,326.86,0.9164675875583079
2020-07-23,0,322.96,0.9164675875583079
2020-07-24,0,320.88,0.9164675875583079
2020-07-27,0,323.22,0.9164675875583079
2020-07-28,0,321.17,0.9164675875583079
2020-07-29,0,325.12,0.9164675875583079
2020-07-30,0,323.96,0.9164675875583079
2020-07-31,0,326.52,0.9164675875583079
2020-08-03,0,328.79,0.9164675875583079
2020-08-04,0,330.06,0.9164675875583079
2020-08-05,0,332.11,0.9164675875583079
2020-08-06,0,334.33,0.9164675875583079
2020-08-07,0,334.57,0.9164675875583079
2020-08-10,0,335.57,0.9164675875583079
2020-08-11,0,332.8,0.9164675875583079
2020-08-12,0,337.44,0.9164675875583079
2020-08-13,0,336.83,0.9164675875583079
2020-08-14,0,336.84,0.9164675875583079
2020-08-17,0,337.91,0.9164675875583079
2020-08-18,0,338.64,0.9164675875583079
2020-08-19,0,337.23,0.9164675875583079
2020-08-20,0,338.28,0.9164675875583079
2020-08-21,0,339.48,0.9164675875583079
2020-08-24,0,342.92,0.9164675875583079
2020-08-25,0,344.12,0.9164675875583079
2020-08-26,0,347.57,0.9164675875583079
2020-08-27,0,348.33,0.9164675875583079
2020-08-28,0,350.58,0.9164675875583079
2020-08-31,0,349.31,0.9164675875583079
2020-09-01,0,352.6,0.9164675875583079
2020-09-02,0,357.7,0.9164675875583079
2020-09-03,0,345.39,0.9164675875583079
2020-09-04,0,342.57,0.9164675875583079
2020-09-08,1,333.21,0.9160093537645289
2020-09-09,0,339.79,0.9336310221976877
2020-09-10,1,333.89,0.9331642066865888
2020-09-11,0,334.06,0.9331725073176166
2020-09-14,0,338.46,0.9331725073176166
2020-09-15,0,340.17,0.9331725073176166
2020-09-16,0,338.82,0.9331725073176166
2020-09-17,0,335.84,0.9331725073176166
2020-09-18,1,330.65,0.9327059210639578
2020-09-21,0,326.97,0.9218641209217517
2020-09-22,0,330.3,0.9218641209217517
2020-09-23,1,322.64,0.9214031888612909
2020-09-24,0,323.5,0.9233972682582114
2020-09-25,0,328.73,0.9233972682582114
2020-09-28,0,334.19,0.9233972682582114
2020-09-29,0,332.37,0.9233972682582114
2020-09-30,0,334.89,0.9233972682582114
2020-10-01,0,337.04,0.9233972682582114
2020-10-02,0,333.84,0.9233972682582114
2020-10-05,0,339.76,0.9233972682582114
2020-10-06,0,334.93,0.9233972682582114
2020-10-07,0,340.76,0.9233972682582114
2020-10-08,0,343.78,0.9233972682582114
2020-10-09,0,346.85,0.9233972682582114
2020-10-12,0,352.43,0.9233972682582114
2020-10-13,0,350.13,0.9233972682582114
2020-10-14,0,347.93,0.9233972682582114
