name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n17_k0.97_h1,BBreak,"{""n"": 17, ""k"": 0.97, ""h"": 1}",0.7657085841334521,1.0261973637653503,-0.1558225817289718,42,0.46825396825396826,0.10812420791116995,0.7891881313636537,-0.10121240771511009,22,0.62,-0.9350223383851519,1
BBreak_n17_k1.77_h7,BBreak,"{""n"": 17, ""k"": 1.77, ""h"": 7}",0.7799285141416972,1.1387063154629093,-0.1492229400469295,28,0.3994708994708995,0.053749983773206056,0.4846637968487426,-0.09822308830068649,14,0.48,-1000000000.0,0
BBreak_n10_k1.38_h10,BBreak,"{""n"": 10, ""k"": 1.38, ""h"": 10}",0.7583397827822957,0.9721354966035025,-0.28014937323228917,48,0.5052910052910053,0.3290093204470439,1.9537912260831987,-0.09397678602226955,20,0.636,6.950132125496371,1
BBreak_n11_k1.13_h9,BBreak,"{""n"": 11, ""k"": 1.13, ""h"": 9}",0.5923857778884083,0.8116908762948164,-0.2997621419157799,56,0.5304232804232805,0.2874831580965067,1.7559366121129178,-0.09775762009374389,20,0.624,2.6461228255822435,1
BBreak_n22_k1.72_h5,BBreak,"{""n"": 22, ""k"": 1.72, ""h"": 5}",0.4781114686465959,0.7694406669880824,-0.1883175740767854,28,0.414021164021164,0.05286559910458499,0.42690186172307437,-0.17881273876583004,10,0.6,-11.944370457524824,1
BBreak_n18_k2.02_h6,BBreak,"{""n"": 18, ""k"": 2.02, ""h"": 6}",0.6741279125961568,1.0326016011853802,-0.15644295021528054,28,0.3955026455026455,0.06248903580813536,0.5918434338170249,-0.07517266471562623,12,0.416,-1000000000.0,0
BBreak_n15_k1.79_h5,BBreak,"{""n"": 15, ""k"": 1.79, ""h"": 5}",0.831397889818654,1.2060146415293909,-0.13752607791566918,30,0.373015873015873,0.17220608067440368,1.240874028775811,-0.08558809316567384,16,0.512,4.997825106191766,1
BBreak_n26_k0.62_h10,BBreak,"{""n"": 26, ""k"": 0.62, ""h"": 10}",0.43543585050335354,0.6729493397072505,-0.2258213424498201,34,0.5291005291005291,0.10629983131412146,0.7308924548387394,-0.20539431240192707,10,0.684,-12.96021043163391,1
BBreak_n8_k1.81_h6,BBreak,"{""n"": 8, ""k"": 1.81, ""h"": 6}",0.31791892836686797,0.6393394639049322,-0.1503843253166628,46,0.3306878306878307,0.2924161740226625,2.0700451779947775,-0.0823068599665776,24,0.484,-1000000000.0,0
BBreak_n15_k0.65_h10,BBreak,"{""n"": 15, ""k"": 0.65, ""h"": 10}",0.9356394119782689,1.0989347020841096,-0.2536802825067286,46,0.5502645502645502,0.2209749586558718,1.4019126378159763,-0.12062819955404869,20,0.66,2.407461658842454,1
BBreak_n20_k0.72_h11,BBreak,"{""n"": 20, ""k"": 0.72, ""h"": 11}",1.0225465626969248,1.168027663370001,-0.196922453349905,36,0.548941798941799,0.23937576021016316,1.4942563572172913,-0.12514897087416832,12,0.684,5.732663726415849,1
BBreak_n14_k1.9_h7,BBreak,"{""n"": 14, ""k"": 1.9, ""h"": 7}",0.7400543538869588,1.120515912675848,-0.14922294004692904,30,0.37037037037037035,0.024515775534575512,0.27369191349889976,-0.09352081760031583,16,0.436,-1000000000.0,0
