name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n21_k1.23_h7,BBreak,"{""n"": 21, ""k"": 1.23, ""h"": 7}",0.6393925478623788,0.9182669549702546,-0.2304703757078277,28,0.46164021164021163,0.103136472666574,0.7302190201485921,-0.16222212743429765,12,0.624,-7.748112864648845,1
BBreak_n21_k0.4_h5,BBreak,"{""n"": 21, ""k"": 0.4, ""h"": 5}",0.5872508679508646,0.8104063642121206,-0.23238799371902197,48,0.5529100529100529,0.17757889787127334,1.1383545699057478,-0.15291710135553382,12,0.668,-4.526666713664799,1
BBreak_n21_k0.43_h10,BBreak,"{""n"": 21, ""k"": 0.43, ""h"": 10}",0.6198099119651241,0.8186188922699495,-0.24836818710982567,44,0.5846560846560847,0.16226012794295874,1.043249633764921,-0.16393654816967218,12,0.688,-6.040264105739001,1
BBreak_n7_k1.14_h7,BBreak,"{""n"": 7, ""k"": 1.14, ""h"": 7}",0.36334209080762014,0.5216799411237304,-0.32374771070099484,80,0.5542328042328042,0.22246195638978006,1.3084633362241054,-0.1318276255529508,32,0.66,-7.2654388606649505,1
BBreak_n19_k0.46_h6,BBreak,"{""n"": 19, ""k"": 0.46, ""h"": 6}",0.32383412184310334,0.5263141566274253,-0.2217777037059696,52,0.5595238095238095,0.25799361737319093,1.6242183531247278,-0.11019275702213627,14,0.66,-0.21538348383863037,1
BBreak_n15_k1.12_h6,BBreak,"{""n"": 15, ""k"": 1.12, ""h"": 6}",0.781622499238319,1.0377616553854034,-0.1826425472820532,44,0.4695767195767196,0.18711960928243698,1.2622188332881235,-0.08780040328769767,20,0.628,3.460649319927138,1
BBreak_n20_k1.35_h7,BBreak,"{""n"": 20, ""k"": 1.35, ""h"": 7}",0.7143004302860607,0.9985514205032997,-0.20953806465934932,32,0.4576719576719577,0.12745125960686243,0.9326725352623894,-0.11996710096678598,14,0.608,-2.2825385403963594,1
BBreak_n18_k1.08_h9,BBreak,"{""n"": 18, ""k"": 1.08, ""h"": 9}",0.9114763196439706,1.1466327691562097,-0.2136171116196256,36,0.48148148148148145,0.17489225874292091,1.1545361739148625,-0.13776231496482394,18,0.644,-0.12839458093494116,1
BBreak_n14_k1.14_h9,BBreak,"{""n"": 14, ""k"": 1.14, ""h"": 9}",0.7318652297991903,0.981259661644239,-0.20052428177921955,42,0.4933862433862434,0.27489106986882783,1.686602130086395,-0.09460457299488145,20,0.656,5.9247550317458515,1
BBreak_n6_k0.78_h5,BBreak,"{""n"": 6, ""k"": 0.78, ""h"": 5}",0.14425315405967853,0.306544986874574,-0.2914067675751558,114,0.6005291005291006,0.1998585670529014,1.2960771986421635,-0.10656456121958047,42,0.612,-9.083429873242672,1
BBreak_n7_k1.08_h5,BBreak,"{""n"": 7, ""k"": 1.08, ""h"": 5}",0.16082427741285454,0.33400773175709975,-0.2881867327584401,88,0.5052910052910053,0.14292210563474672,0.9243314328861602,-0.13930887008305137,38,0.596,-13.354659035242618,1
BBreak_n15_k0.98_h8,BBreak,"{""n"": 15, ""k"": 0.98, ""h"": 8}",0.9191053564630507,1.1339377559307442,-0.16194197734070492,44,0.5052910052910053,0.2299560028095302,1.4952098464563697,-0.08176149797263155,20,0.64,7.651685487934104,1
