id,origin,fitness,train_Return_%,train_Sharpe,train_MaxDD_%,test_Return_%,test_Sharpe,test_MaxDD_%,code_path
5,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_005_seed.py
8,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_008_seed.py
23,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_023_seed.py
20,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_020_seed.py
17,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_017_seed.py
14,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_014_seed.py
11,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_011_seed.py
26,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_026_seed.py
29,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_029_seed.py
32,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_032_seed.py
38,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_038_seed.py
35,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_035_seed.py
41,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_041_seed.py
44,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_044_seed.py
47,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_047_seed.py
50,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_050_seed.py
53,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_053_seed.py
56,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_056_seed.py
