timestamp,open,high,low,close,volume
2021-01-12,378.8900,379.8600,376.3600,378.7700,51440114
2021-01-11,377.8500,380.5800,377.7189,378.6900,51176719
2021-01-08,380.5900,381.4900,377.1000,381.2600,71677208
2021-01-07,376.1000,379.9000,375.9100,379.1000,68766812
2021-01-06,369.7100,376.9800,369.1200,373.5500,107997675
2021-01-05,368.1000,372.5000,368.0500,371.3300,66426229
2021-01-04,375.3100,375.4500,364.8200,368.7900,110210810
2020-12-31,371.7800,374.6600,371.2320,373.8800,78520702
2020-12-30,372.3400,373.1000,371.5700,371.9900,49455259
2020-12-29,373.8100,374.0000,370.8300,371.4600,53680451
2020-12-28,371.7400,372.5900,371.0700,372.1700,37932709
2020-12-24,368.0800,369.0300,367.4500,369.0000,26457853
2020-12-23,368.2800,369.6200,367.2172,367.5700,46201402
2020-12-22,368.2100,368.3317,366.0300,367.2400,48388462
2020-12-21,364.9700,378.4600,362.0300,367.8600,96386745
2020-12-18,370.9700,371.1500,367.0200,369.1800,136542328
2020-12-17,371.9400,372.4600,371.0500,372.2400,64119472
2020-12-16,369.8200,371.1600,368.8676,370.1700,58420517
2020-12-15,367.4000,369.5900,365.9200,369.5900,64071099
2020-12-14,368.6400,369.8000,364.4700,364.6600,69216174
2020-12-11,364.9000,366.7402,363.2600,366.3000,57698614
2020-12-10,365.3700,367.8600,364.4300,366.7300,57735353
2020-12-09,370.8800,371.0500,365.9500,366.8500,74098312
2020-12-08,367.7200,370.7800,367.6700,370.1700,42458859
2020-12-07,369.0200,369.6200,367.7200,369.0900,48944269
2020-12-04,367.3200,369.8500,367.2200,369.8500,50749859
2020-12-03,366.6800,368.1900,365.5000,366.6900,62881998
2020-12-02,364.8200,366.9600,364.2000,366.7900,45927000
2020-12-01,365.5700,367.6800,364.9300,366.0200,72509670
2020-11-30,362.8300,363.1200,359.1700,362.0600,83872709
2020-11-27,363.8400,364.1800,362.5800,363.6700,28514072
2020-11-25,363.1300,363.1600,361.4800,362.6600,45330890
2020-11-24,360.2100,363.8100,359.2900,363.2200,60985003
2020-11-23,357.2800,358.8200,354.8650,357.4600,63230608
