symbol,status,outdir,best_name,fitness,trainReturn,trainSharpe,trainMDD,testReturn,testSharpe,testMDD,testTrades,testExposure
QQQ,ok,/root/autodl-tmp/outputs/multi_mix/QQQ,BBreak_n13_k1.45_h6,8.926262520112886,0.1293382664924278,0.3506113191286588,-0.1942141761057095,0.3634356856641536,2.548459453189508,-0.03856799487408,15,0.56
AAPL,ok,/root/autodl-tmp/outputs/multi_mix/AAPL,BBreak_n12_k0.86_h11,10.702678754916462,0.8884383478749434,1.0241983305537137,-0.2682117191514105,0.3549723806175742,2.068834599926387,-0.0802715330876164,20,0.66
SPY,ok,/root/autodl-tmp/outputs/multi_mix/SPY,BBreak_n34_k0.6_h1,2.5359066878546,0.089438283257369,0.2835763964704292,-0.1091942243382646,0.1558647967777697,1.9736488504721967,-0.0314574458314276,11,0.504
