name,origin,fitness,trainR,testR,sharpe,mdd,trades,exposure
BBreak_n12_k1.36_h5,mut,1.8072170119359399,0.023342638174999885,0.15979601140000044,1.7469797863040164,-0.0393215601361534,8,0.544
BBreak_n12_k1.06_h7,mut,1.6487424356142033,0.07379515180000003,0.15298024555000025,1.5952666666145487,-0.046028707550691106,9,0.6
BBreak_n13_k1.07_h5,mut,1.53230448274794,0.1832100636999999,0.13778767822000068,1.4851197571182002,-0.043418226960521104,10,0.588
BBreak_n13_k1.51_h6,mut,1.4320510172123733,0.11154854739999966,0.12202445617500038,1.393684687561772,-0.04529179687379847,8,0.532
BBreak_n13_k1.47_h5,mut,1.4320510172123733,0.09201890049999958,0.12202445617500038,1.393684687561772,-0.04529179687379847,8,0.532
BBreak_n12_k1.47_h3,mut,1.4237223230238232,0.05551363612500078,0.11871948977500041,1.3839812822440256,-0.039237408215405556,9,0.524
BBreak_n12_k1.47_h4,mut,1.4237223230238232,0.0491976171250004,0.11871948977500041,1.3839812822440256,-0.039237408215405556,9,0.524
BBreak_n14_k1.12_h6,mut,1.4204978686879348,0.14695947059999978,0.1292260410250003,1.3788915489552365,-0.04601340155960365,8,0.588
BBreak_n15_k1.37_h5,mut,1.1507617830010717,0.08533999104999981,0.10766955397500003,1.1246208733734067,-0.05538773471967029,8,0.588
BBreak_n12_k1.02_h6,mut,1.8256405637817434,0.11155644100000049,0.1737122281000004,1.7604982633134856,-0.04342762716348448,9,0.596
BBreak_n13_k1.01_h3,mut,1.53230448274794,0.06591654275000008,0.13778767822000068,1.4851197571182002,-0.043418226960521104,10,0.588
BBreak_n13_k1.3_h7,mut,1.46515526303595,0.09122074804999952,0.1336423685250005,1.4213407795532516,-0.04601340155960365,9,0.592
BBreak_n15_k1.44_h2,mut,0.9207628121923708,0.061445457899999466,0.08113591132500005,0.9078566591800488,-0.05532360530035607,9,0.564
BBreak_n12_k1.22_h6,mut,1.6237821864312938,0.0013190607749995254,0.14945874920000016,1.5720671656066392,-0.046028707550691106,9,0.588
BBreak_n9_k1.66_h2,mut,0.4949566093952587,-0.12869722325000055,0.037204966300000086,0.5062712882831996,-0.05983432407588173,13,0.49200000000000005
BBreak_n12_k1.65_h4,mut,1.3455577499328677,0.017996611250000134,0.1131706974250001,1.3130420211317115,-0.04813923982268776,8,0.516
BBreak_n8_k1.21_h6,mut,0.7513465136091375,0.08872504432500035,0.08367748274999992,0.7541742152256379,-0.0893328859830007,12,0.72
BBreak_n9_k1.31_h3,mut,1.115613824672026,-0.10780169510000008,0.09820035084999996,1.1051345307943239,-0.07724176309459585,13,0.54
BBreak_n11_k1.28_h6,mut,1.5049067265431502,0.07728319587499922,0.14574161925000007,1.461706705619125,-0.059341577401950014,9,0.632
BBreak_n10_k1.15_h4,mut,0.7942311993149549,-0.1555990734250004,0.0854795151999999,0.7903396451983307,-0.07769640696675151,12,0.7239999999999999
BBreak_n16_k1.44_h3,mut,0.7264371568437188,0.027228224849999386,0.06544174312000017,0.7288618098602468,-0.07029104915305617,9,0.576
BBreak_n17_k0.98_h5,mut,0.9245592840002987,0.13544797964999977,0.08412443737000007,0.9154436207094214,-0.06589311078824533,9,0.588
BBreak_n17_k1.46_h4,mut,1.012485344840528,0.02910964584999936,0.10092887032000028,1.007415456722387,-0.09078909408371827,8,0.608
BBreak_n16_k1.22_h5,mut,0.9899102560183185,0.10600976215000017,0.09081157132000009,0.977410580960628,-0.06581222120461905,8,0.588
BBreak_n10_k0.85_h8,mut,0.6875510178922705,0.0562951410499998,0.07996351250000036,0.692953334358207,-0.0907681454318736,11,0.812
BBreak_n12_k0.81_h6,mut,0.7745325287396725,0.12670468339999935,0.08136135886999997,0.7779724958491901,-0.08824129308903528,10,0.7120000000000001
BBreak_n16_k1.45_h1,mut,0.683333293141215,0.022043115550000075,0.059252248020000405,0.6887769886421431,-0.07013963902185638,9,0.556
BBreak_n14_k1.35_h5,mut,1.2819987688011056,0.09848457387499977,0.11506696112500052,1.2499610117259852,-0.05099144697475966,8,0.584
BBreak_n10_k1.05_h7,mut,0.6621308363849736,0.0047327396750001935,0.07687526460000023,0.670380260722693,-0.09337411327543876,11,0.8
BBreak_n14_k1.42_h3,mut,1.2448254151300646,0.11188212027499991,0.10371804987500015,1.2156320619580245,-0.04533134353092039,8,0.528
BBreak_n14_k0.84_h8,mut,1.2387100709896854,0.1902838834250007,0.12541835362000042,1.2187878915949415,-0.08557399483051231,8,0.68
BBreak_n9_k0.93_h5,mut,0.9078890448794272,-0.06613403407500008,0.09901994790000027,0.908371878549099,-0.09998561523934357,13,0.74
BBreak_n15_k1.32_h3,mut,0.9604045424986296,0.04064522760000007,0.08797310287500004,0.9439039688911398,-0.054971955660020555,9,0.588
BBreak_n10_k1.27_h4,mut,0.9099548733519882,-0.15310313819999938,0.09479837619999977,0.901403888735364,-0.07769640696675151,11,0.672
BBreak_n11_k1.56_h1,mut,1.0102317294634806,-0.0722333231749991,0.07880873147500024,0.9931385420953196,-0.0446223567386782,10,0.5
BBreak_n11_k1.18_h3,mut,0.9810560182683286,-0.05580932494999957,0.09378319495000018,0.9721296571578666,-0.07593047272907649,12,0.62
BBreak_n12_k0.85_h3,mut,0.5765118855728375,-0.060790624375000046,0.0630243574500001,0.5905885678251845,-0.09117772195469398,11,0.7120000000000001
BBreak_n10_k1.24_h4,mut,0.9099548733519882,-0.1603082808499999,0.09479837619999977,0.901403888735364,-0.07769640696675151,11,0.672
BBreak_n10_k1.52_h5,mut,0.6053167203286625,-0.11591173649999982,0.059877719525000137,0.6133559045369481,-0.0759560879415716,10,0.628
BBreak_n14_k1.73_h3,mut,0.4259691286405247,0.04491533289999949,0.030596191675000446,0.43211302218987846,-0.04288397877370798,8,0.41600000000000004
BBreak_n11_k0.82_h7,mut,0.5413345565552924,0.08601307557499997,0.06309291000000027,0.5621630306431573,-0.10474985817573002,11,0.8
BBreak_n8_k0.97_h8,mut,1.148744073696997,0.13590335575000034,0.1281557970500001,1.126117493193632,-0.08290263604327042,12,0.76
BBreak_n9_k1.47_h3,mut,0.8782807812780105,-0.16980200932500084,0.0755846444750001,0.8790998783218589,-0.07722283856269707,13,0.524
BBreak_n14_k1.55_h3,mut,1.2448254151300646,0.07408428914999952,0.10371804987500015,1.2156320619580245,-0.04533134353092039,8,0.528
BBreak_n13_k1.55_h5,mut,1.4320510172123733,0.06316176839999899,0.12202445617500038,1.393684687561772,-0.04529179687379847,8,0.532
