year,strat_return,strat_vol,strat_sharpe,strat_mdd,strat_trades,bh_return,bh_vol,bh_sharpe,bh_mdd
2020,0.2177609356273953,0.17620537448092383,1.2070132670358493,-0.08333154063023629,21,0.461942721608271,0.35598998036393176,1.2472620387553557,-0.2855553859239711
2021,0.10772187847221426,0.08877197371967262,1.2017395001634839,-0.06040922281998529,18,0.2924401532872145,0.18155466298866568,1.5102151140986648,-0.10851164422211734
2022,-0.11908483288711569,0.1374768122802708,-0.8606693760079202,-0.13805535479527442,15,-0.3322052429504946,0.3213161706298149,-1.1049189969570814,-0.3482849805487046
