name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n21_k1.43_h7,BBreak,"{""n"": 21, ""k"": 1.43, ""h"": 7}",0.2116970580223445,0.5043355006852899,-0.12815013999968605,36,0.49074074074074076,0.16619238932836633,1.3201972405529472,-0.06597320222835479,9,0.6,0.8103558771992195,1
BBreak_n19_k1.05_h1,BBreak,"{""n"": 19, ""k"": 1.05, ""h"": 1}",0.25093708380235324,0.5585268159071666,-0.18108719721290778,40,0.5251322751322751,0.15061989307318036,1.1419936539590854,-0.0942727366703312,17,0.616,-3.659736242225415,1
BBreak_n19_k1.2_h6,BBreak,"{""n"": 19, ""k"": 1.2, ""h"": 6}",0.20604368085078062,0.4772468885596343,-0.2026994618222282,40,0.5198412698412699,0.15506171508328004,1.1718740465695772,-0.09485376009563795,15,0.612,-4.218076228929217,1
BBreak_n9_k1.31_h5,BBreak,"{""n"": 9, ""k"": 1.31, ""h"": 5}",-0.13714244286080224,-0.21707163903100488,-0.3735666452354319,84,0.4894179894179894,0.1759444240980712,1.4019020730888523,-0.076248411953035,25,0.516,-10.159190439416175,1
BBreak_n22_k1.15_h4,BBreak,"{""n"": 22, ""k"": 1.15, ""h"": 4}",0.20511447205127098,0.48512703846146327,-0.18380716197729685,36,0.5092592592592593,0.20398691807751468,1.5718835352189344,-0.07316080474255793,11,0.608,0.5816698700539749,1
BBreak_n15_k1.08_h8,BBreak,"{""n"": 15, ""k"": 1.08, ""h"": 8}",0.32664062725467313,0.6619398316609446,-0.215639128742377,48,0.5648148148148148,0.24249181827046162,1.6882778878464137,-0.08451935467262184,15,0.612,1.4047900773489754,1
BBreak_n22_k1.52_h5,BBreak,"{""n"": 22, ""k"": 1.52, ""h"": 5}",0.15734283489242107,0.40808871358930304,-0.1535863581516994,34,0.4642857142857143,0.19576030106290654,1.541338695840595,-0.06498794716877987,9,0.596,1.2018719744002517,1
BBreak_n18_k1.28_h9,BBreak,"{""n"": 18, ""k"": 1.28, ""h"": 9}",0.25715897288617495,0.562406441706838,-0.19136735436781072,38,0.5238095238095238,0.2074134632326201,1.4745557215466605,-0.10572750185758917,15,0.62,-1.9723513132762989,1
BBreak_n14_k1.34_h9,BBreak,"{""n"": 14, ""k"": 1.34, ""h"": 9}",0.08728820964982686,0.2551930557079484,-0.2530404518981664,48,0.5145502645502645,0.3143741247008116,2.1789137812062047,-0.0598478261036236,15,0.592,3.423413340415814,1
BBreak_n9_k1.21_h6,BBreak,"{""n"": 9, ""k"": 1.21, ""h"": 6}",-0.14119483498469232,-0.20574519831213187,-0.3692326118717535,82,0.5198412698412699,0.19922887736139616,1.4776052215355093,-0.10565410898325667,25,0.556,-11.446701507783134,1
BBreak_n10_k1.51_h6,BBreak,"{""n"": 10, ""k"": 1.51, ""h"": 6}",0.0858287755040783,0.2547923300730736,-0.28431729125534655,66,0.4576719576719577,0.26520663326057803,1.9591698912177549,-0.07624841195303489,17,0.54,-1.0765776661033488,1
BBreak_n13_k1.75_h4,BBreak,"{""n"": 13, ""k"": 1.75, ""h"": 4}",0.00036047535528593855,0.06746794104771815,-0.2143075917014554,50,0.3915343915343915,0.26225804090272,2.0381915725095268,-0.038567994874080025,15,0.472,-1000000000.0,0
