name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n12_k0.53_h6,BBreak,"{""n"": 12, ""k"": 0.53, ""h"": 6}",0.17140002426949352,0.38828660918310015,-0.3135040018631928,76,0.6005291005291006,0.2527200533164693,1.6387901240672558,-0.11470899157855796,25,0.716,-5.469423969220765,1
BBreak_n20_k0.79_h3,BBreak,"{""n"": 20, ""k"": 0.79, ""h"": 3}",0.24638504129530836,0.5425012324632952,-0.22107841674350293,44,0.5502645502645502,0.1632526745944507,1.2275290050837926,-0.0910043919978134,17,0.632,-3.72224308020856,1
BBreak_n39_k0.61_h8,BBreak,"{""n"": 39, ""k"": 0.61, ""h"": 8}",0.22573064413513744,0.5259784363298793,-0.20330044777539558,24,0.5264550264550265,0.27719906747660605,2.0862649601791574,-0.10302579364635389,7,0.62,-1000000000.0,0
BBreak_n7_k0.54_h5,BBreak,"{""n"": 7, ""k"": 0.54, ""h"": 5}",-0.3172935747109239,-0.5461307995657612,-0.44993982562574064,116,0.5965608465608465,0.19235311267948374,1.34444256826127,-0.10797635514581494,41,0.656,-17.347144883170646,1
BBreak_n19_k1.16_h2,BBreak,"{""n"": 19, ""k"": 1.16, ""h"": 2}",0.27920124045584904,0.6080804186543788,-0.1638250473661862,40,0.5238095238095238,0.1271014380424793,0.994591258943497,-0.09485376009563817,17,0.604,-4.127082949471654,1
BBreak_n40_k0.76_h10,BBreak,"{""n"": 40, ""k"": 0.76, ""h"": 10}",0.24701448526126568,0.5628551634558494,-0.1795890068901651,22,0.5251322751322751,0.2864135485115227,2.20932589183563,-0.08683060159988143,5,0.588,-1000000000.0,0
BBreak_n31_k0.79_h6,BBreak,"{""n"": 31, ""k"": 0.79, ""h"": 6}",0.018275395461448296,0.1171122066205097,-0.26271500645401624,32,0.5317460317460317,0.2125106956065026,1.666686151716963,-0.07868487729648221,9,0.608,-2.730449340538812,1
BBreak_n5_k1.49_h4,BBreak,"{""n"": 5, ""k"": 1.49, ""h"": 4}",-0.0695132867865711,-0.08554452310178653,-0.29009510777571434,92,0.39285714285714285,0.06641302831858908,0.6905247200233169,-0.10793174302928399,32,0.372,-1000000000.0,0
BBreak_n32_k0.94_h4,BBreak,"{""n"": 32, ""k"": 0.94, ""h"": 4}",0.16243342275659534,0.4085597038250427,-0.1730232765120726,26,0.5066137566137566,0.24345585203397113,1.9313820620322892,-0.06183879603856601,9,0.568,3.4342505484227686,1
BBreak_n18_k1.74_h7,BBreak,"{""n"": 18, ""k"": 1.74, ""h"": 7}",0.2149119607919192,0.5141863342085612,-0.1731054392825837,36,0.44312169312169314,0.22859446952079976,1.7262612080168356,-0.05769566312687657,13,0.54,3.060506595728374,1
BBreak_n11_k0.62_h3,BBreak,"{""n"": 11, ""k"": 0.62, ""h"": 3}",0.0038939757750917625,0.09256117054870681,-0.35466165781965775,88,0.5383597883597884,0.2919748485887468,1.919379883660079,-0.09126922734827536,27,0.644,-4.688429967525057,1
BBreak_n27_k1.6_h6,BBreak,"{""n"": 27, ""k"": 1.6, ""h"": 6}",0.2418041286161603,0.5692908630512749,-0.17302327651207294,26,0.4894179894179894,0.2723664818183096,2.426753951412186,-0.03648019653868795,5,0.472,-1000000000.0,0
BBreak_n7_k1.45_h10,BBreak,"{""n"": 7, ""k"": 1.45, ""h"": 10}",-0.0034627200852256346,0.08899955191993063,-0.37398079136874296,66,0.5753968253968254,0.3606504105413413,2.2679975408585773,-0.07531823090616963,23,0.688,-0.20869348520253617,1
BBreak_n12_k1.77_h8,BBreak,"{""n"": 12, ""k"": 1.77, ""h"": 8}",0.08655058435059404,0.2686018721633054,-0.24350396933712737,46,0.4113756613756614,0.2396808784428548,1.9025537881772854,-0.050797915106297276,15,0.468,-1000000000.0,0
BBreak_n10_k1.22_h7,BBreak,"{""n"": 10, ""k"": 1.22, ""h"": 7}",0.007664051259701932,0.10069837341873887,-0.36344508719298985,68,0.5277777777777778,0.3654894829997366,2.426465220060005,-0.07624841195303544,15,0.572,1.0729686234272418,1
BBreak_n17_k1.42_h2,BBreak,"{""n"": 17, ""k"": 1.42, ""h"": 2}",0.1343462025369131,0.3561415989271628,-0.18293974711719285,44,0.4801587301587302,0.1463357576514812,1.123047512580316,-0.09799937236996503,17,0.556,-5.436990303467227,1
BBreak_n19_k1.5_h3,BBreak,"{""n"": 19, ""k"": 1.5, ""h"": 3}",0.200351701476853,0.47844838469182127,-0.14557555369240194,40,0.48412698412698413,0.04230181730110072,0.40801985158228127,-0.08783438562059653,17,0.556,-7.876206870119226,1
