name,family,params,trainReturn,trainSharpe,trainMDD,trainTrades,trainExposure,testReturn,testSharpe,testMDD,testTrades,testExposure,fitness,feasible
BBreak_n18_k1.49_h7,BBreak,"{""n"": 18, ""k"": 1.49, ""h"": 7}",0.20387916679811524,0.47755373702238174,-0.1702978295619194,38,0.5026455026455027,0.1971395095249624,1.4571858558554405,-0.09212244107486334,15,0.584,-1.4371785972171796,1
BBreak_n13_k1.27_h7,BBreak,"{""n"": 13, ""k"": 1.27, ""h"": 7}",0.09578842188479997,0.270837938552295,-0.24657258505821544,56,0.5105820105820106,0.35908005695780343,2.5217476801120116,-0.0385679948740798,15,0.568,7.307464641573218,1
BBreak_n7_k1.32_h7,BBreak,"{""n"": 7, ""k"": 1.32, ""h"": 7}",0.037940967821765925,0.15880958623208083,-0.31491010760089766,78,0.5515873015873016,0.2752607787418486,1.8433858402324097,-0.08361440092212902,27,0.612,-3.533741221162738,1
BBreak_n18_k1.5_h5,BBreak,"{""n"": 18, ""k"": 1.5, ""h"": 5}",0.23728476195703596,0.5461712949029354,-0.13348500746362368,40,0.4933862433862434,0.1935379556802368,1.4333581892958573,-0.09485376009563806,15,0.58,-0.7593545113666271,1
BBreak_n12_k1.8_h4,BBreak,"{""n"": 12, ""k"": 1.8, ""h"": 4}",0.006227161678430182,0.08266821186311733,-0.24372236362646593,52,0.37962962962962965,0.20666593836256353,1.6963109930884697,-0.05079791510629672,15,0.456,-1000000000.0,0
BBreak_n7_k1.13_h5,BBreak,"{""n"": 7, ""k"": 1.13, ""h"": 5}",-0.2647808990442121,-0.477972083482377,-0.29158965707204854,98,0.503968253968254,0.179129936378559,1.3340947177755762,-0.10613584667563758,37,0.568,-13.442109571786272,1
BBreak_n15_k1.59_h6,BBreak,"{""n"": 15, ""k"": 1.59, ""h"": 6}",0.30260680404119333,0.6592809431722122,-0.1372798912257377,42,0.4708994708994709,0.18296880300698293,1.368006224666612,-0.08434401768683086,15,0.552,0.18173986737553666,1
BBreak_n12_k1.28_h4,BBreak,"{""n"": 12, ""k"": 1.28, ""h"": 4}",0.031306154283017085,0.14367910671738654,-0.24771614573000744,64,0.4656084656084656,0.3398487265648882,2.428936959763856,-0.050797915106297054,17,0.556,4.510115532852007,1
BBreak_n14_k1.68_h5,BBreak,"{""n"": 14, ""k"": 1.68, ""h"": 5}",0.07756713471260457,0.24799088056483448,-0.21080231751063705,46,0.41534391534391535,0.2861838884171346,2.057586345842932,-0.05390596610830123,15,0.548,3.44478425433566,1
BBreak_n7_k1.55_h4,BBreak,"{""n"": 7, ""k"": 1.55, ""h"": 4}",-0.2280160688582119,-0.5177162277585047,-0.350395836506897,90,0.4113756613756614,0.15186561073688476,1.2557763707370984,-0.07107175620308404,32,0.444,-1000000000.0,0
BBreak_n6_k1.35_h3,BBreak,"{""n"": 6, ""k"": 1.35, ""h"": 3}",-0.18481237079013757,-0.3683754540183541,-0.31276431970402674,112,0.4444444444444444,0.021302426160660914,0.24698161402612895,-0.13764143529525175,38,0.472,-1000000000.0,0
BBreak_n4_k1.55_h11,BBreak,"{""n"": 4, ""k"": 1.55, ""h"": 11}",0.26367416955328493,0.5304351453985594,-0.2157781486740521,52,0.4642857142857143,0.1971906034194617,1.7179088657664388,-0.06638128178146019,15,0.412,-1000000000.0,0
BBreak_n4_k0.93_h8,BBreak,"{""n"": 4, ""k"": 0.93, ""h"": 8}",0.2476481996950719,0.4309504784522862,-0.3403662615341012,102,0.7037037037037037,0.20927517204370472,1.3545901850792752,-0.10339598903045666,35,0.736,-7.535335770348313,1
BBreak_n9_k1.24_h3,BBreak,"{""n"": 9, ""k"": 1.24, ""h"": 3}",-0.13595701743113098,-0.23610533858952237,-0.31151804629370894,90,0.4537037037037037,0.07056869826971646,0.6332665654692031,-0.11315803285176884,31,0.5,-17.318624089071356,1
BBreak_n6_k1.14_h6,BBreak,"{""n"": 6, ""k"": 1.14, ""h"": 6}",-0.07246487611516694,-0.021729357262714227,-0.30570148137287056,102,0.582010582010582,0.1501929906355346,1.169107347643206,-0.11149542612494112,37,0.632,-13.477335386203505,1
BBreak_n15_k1.51_h4,BBreak,"{""n"": 15, ""k"": 1.51, ""h"": 4}",0.15699307307249466,0.40103194981198936,-0.1750412041779389,46,0.46164021164021163,0.19361005784580043,1.4268399502478293,-0.0837562479411359,17,0.552,-1.7946987675182666,1
BBreak_n24_k1.65_h7,BBreak,"{""n"": 24, ""k"": 1.65, ""h"": 7}",0.17947433116842149,0.4542641012010796,-0.1407908514340851,30,0.4669312169312169,0.23961034326331965,2.0048131919289425,-0.048991555287136834,7,0.516,-1000000000.0,0
BBreak_n7_k1.67_h6,BBreak,"{""n"": 7, ""k"": 1.67, ""h"": 6}",-0.08991763035111933,-0.12990187708727094,-0.2515519827074312,72,0.42592592592592593,0.155656232165589,1.2606157023347992,-0.0783999951897224,24,0.44,-1000000000.0,0
BBreak_n4_k0.98_h7,BBreak,"{""n"": 4, ""k"": 0.98, ""h"": 7}",-0.03857668218769039,0.05272158394056077,-0.30894135370255327,110,0.6706349206349206,0.1550549710750333,1.0617278425932821,-0.10993481709885333,37,0.708,-13.053264411982749,1
BBreak_n17_k1.47_h5,BBreak,"{""n"": 17, ""k"": 1.47, ""h"": 5}",0.211131112045583,0.5002402797751777,-0.16077169494859156,42,0.48412698412698413,0.1788700569122732,1.3255964489443435,-0.09485376009563773,15,0.56,-2.2733183167878033,1
BBreak_n10_k1.37_h9,BBreak,"{""n"": 10, ""k"": 1.37, ""h"": 9}",-0.05245750192856413,-0.01986768560792912,-0.38741008717150527,62,0.5370370370370371,0.28670360812515905,2.0211903597627137,-0.07624841195303489,15,0.568,-3.4335689713059194,1
BBreak_n17_k1.29_h7,BBreak,"{""n"": 17, ""k"": 1.29, ""h"": 7}",0.265935524764604,0.5846593565174674,-0.13727989122573814,42,0.5211640211640212,0.2022959102720021,1.4562211041115065,-0.09742036814811683,15,0.596,-0.40234908546750897,1
BBreak_n9_k1.71_h9,BBreak,"{""n"": 9, ""k"": 1.71, ""h"": 9}",-0.1425479460133443,-0.2254430410142311,-0.4060061208383725,54,0.4748677248677249,0.16235782971039936,1.2936070292175799,-0.07624841195303489,19,0.504,-10.57307891527078,1
BBreak_n25_k1.2_h6,BBreak,"{""n"": 25, ""k"": 1.2, ""h"": 6}",0.29270995173113823,0.6473976120058267,-0.15428856320053896,30,0.5079365079365079,0.2020430079314044,1.5841793267468651,-0.08225991088635476,9,0.596,1.5423485247168973,1
BBreak_n20_k1.56_h8,BBreak,"{""n"": 20, ""k"": 1.56, ""h"": 8}",0.052275071633163694,0.1882817492218699,-0.20295926418670585,38,0.4748677248677249,0.1121214701056037,0.9644386033604115,-0.06052974729985683,13,0.536,-4.747806515692377,1
BBreak_n6_k1.23_h4,BBreak,"{""n"": 6, ""k"": 1.23, ""h"": 4}",-0.17157344599802504,-0.3136410054379576,-0.36914912471773975,106,0.4828042328042328,0.0008722533188636472,0.06456950825008444,-0.14569736682435352,41,0.528,-25.805535322862866,1
BBreak_n20_k1.62_h5,BBreak,"{""n"": 20, ""k"": 1.62, ""h"": 5}",0.033438981122257294,0.14833380029560614,-0.2172265711346485,40,0.46296296296296297,0.1121214701056037,0.9644386033604115,-0.06052974729985683,13,0.536,-5.254085160127556,1
BBreak_n8_k1.37_h5,BBreak,"{""n"": 8, ""k"": 1.37, ""h"": 5}",0.04247127710693599,0.16782418220615206,-0.22533441863249049,80,0.4642857142857143,0.21248369517352672,1.6139566613370147,-0.07624841195303544,27,0.544,-3.8250510086517977,1
BBreak_n18_k1.35_h10,BBreak,"{""n"": 18, ""k"": 1.35, ""h"": 10}",0.2446133827298811,0.5392997482922427,-0.17396967532391983,38,0.5224867724867724,0.1567171641563867,1.157697067727688,-0.12277763200897052,15,0.596,-5.399824270859361,1
BBreak_n10_k1.2_h4,BBreak,"{""n"": 10, ""k"": 1.2, ""h"": 4}",-0.18784350317009568,-0.35773804735072606,-0.3818168728267758,84,0.47354497354497355,0.2598273079089173,1.8905174836727943,-0.07717193260318522,19,0.532,-6.635012847110952,1
BBreak_n11_k1.34_h10,BBreak,"{""n"": 11, ""k"": 1.34, ""h"": 10}",0.03796072858837474,0.15804320986100429,-0.3444801250861932,58,0.5436507936507936,0.35537759485456033,2.3937873186801264,-0.0573416553375522,15,0.584,2.971536341376118,1
BBreak_n11_k1.63_h5,BBreak,"{""n"": 11, ""k"": 1.63, ""h"": 5}",0.07570800079396078,0.23987852387553762,-0.2334607059499859,62,0.4074074074074074,0.2265284047386833,1.8432186637836223,-0.07180009484790983,15,0.452,-1000000000.0,0
BBreak_n5_k1.44_h8,BBreak,"{""n"": 5, ""k"": 1.44, ""h"": 8}",0.2037123193332122,0.44410824874993254,-0.3406590185916847,70,0.5185185185185185,0.261103339624178,1.9171018702104003,-0.07014213079834997,24,0.524,-1.3891612818545145,1
BBreak_n12_k1.51_h6,BBreak,"{""n"": 12, ""k"": 1.51, ""h"": 6}",0.08142694721262922,0.2533048386331843,-0.24198294707851364,56,0.44312169312169314,0.3077591188333957,2.2659153418167137,-0.05079791510629683,15,0.528,4.016239020271814,1
BBreak_n5_k1.74_h6,BBreak,"{""n"": 5, ""k"": 1.74, ""h"": 6}",-0.05108103254935392,-0.09953081524210639,-0.18695400752937663,46,0.2526455026455027,0.019410623204211497,0.27881141859216874,-0.05774366706527223,12,0.192,-1000000000.0,0
BBreak_n12_k1.43_h9,BBreak,"{""n"": 12, ""k"": 1.43, ""h"": 9}",0.013297336951551886,0.10492757562401385,-0.30361454504295793,52,0.48677248677248675,0.2935115993729658,2.15770567773046,-0.0649535493025033,15,0.536,0.3328802815516241,1
BBreak_n9_k1.84_h7,BBreak,"{""n"": 9, ""k"": 1.84, ""h"": 7}",0.0028571818999696408,0.0765815540203199,-0.2538719681310675,50,0.3716931216931217,0.10563738805980627,0.9464110993048024,-0.07624841195303489,19,0.42,-1000000000.0,0
BBreak_n12_k1.28_h4,BBreak,"{""n"": 12, ""k"": 1.28, ""h"": 4}",0.031306154283017085,0.14367910671738654,-0.24771614573000744,64,0.4656084656084656,0.3398487265648882,2.428936959763856,-0.050797915106297054,17,0.556,4.510115532852007,1
BBreak_n16_k1.2_h4,BBreak,"{""n"": 16, ""k"": 1.2, ""h"": 4}",0.07236901578855215,0.22810647453925212,-0.22305758970477296,48,0.5092592592592593,0.18080516649648248,1.3349367773480996,-0.09100439199781307,17,0.596,-4.826003873357608,1
BBreak_n14_k1.37_h7,BBreak,"{""n"": 14, ""k"": 1.37, ""h"": 7}",0.2086948999427718,0.49777666316603064,-0.16275336671926255,48,0.48544973544973546,0.3302582732707293,2.287683815674731,-0.046569043056850945,15,0.584,8.276423282528302,1
BBreak_n16_k1.22_h3,BBreak,"{""n"": 16, ""k"": 1.22, ""h"": 3}",0.11827202206289122,0.31957570278179537,-0.189800388303484,48,0.5052910052910053,0.18080516649648248,1.3349367773480996,-0.09100439199781307,17,0.596,-3.6835359369399296,1
BBreak_n21_k1.86_h8,BBreak,"{""n"": 21, ""k"": 1.86, ""h"": 8}",0.06922915971400867,0.23277673526104084,-0.17072171983942674,32,0.4060846560846561,0.1498964568123109,1.3355931129269096,-0.05252209106180605,7,0.484,-1000000000.0,0
BBreak_n8_k1.73_h9,BBreak,"{""n"": 8, ""k"": 1.73, ""h"": 9}",-0.02908561929908693,0.023104988151339313,-0.3392255811016698,54,0.47619047619047616,0.17939449519661266,1.3941448388977942,-0.07624841195303489,19,0.516,-7.291238380368331,1
BBreak_n3_k1.46_h6,BBreak,"{""n"": 3, ""k"": 1.46, ""h"": 6}",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-1000000000.0,0
BBreak_n21_k1.03_h4,BBreak,"{""n"": 21, ""k"": 1.03, ""h"": 4}",0.2444879173186314,0.549162769549553,-0.16321444945028862,40,0.5211640211640212,0.10492430792585283,0.8548420893289586,-0.10922804414840903,13,0.64,-6.254615016925202,1
BBreak_n14_k1.47_h6,BBreak,"{""n"": 14, ""k"": 1.47, ""h"": 6}",0.11399846393827429,0.31633346171318055,-0.17600793931681624,50,0.46825396825396826,0.3302582732707293,2.287683815674731,-0.046569043056850945,15,0.584,7.003496819659672,1
