timestamp,position,price,equity
2020-01-02,0,209.119,1.0
2020-01-03,0,207.208,1.0
2020-01-06,0,208.531,1.0
2020-01-07,0,208.501,1.0
2020-01-08,0,210.062,1.0
2020-01-09,0,211.854,1.0
2020-01-10,0,211.306,1.0
2020-01-13,0,213.738,1.0
2020-01-14,0,212.893,1.0
2020-01-15,0,212.982,1.0
2020-01-16,0,215.032,1.0
2020-01-17,0,216.089,1.0
2020-01-21,1,216.001,0.9995
2020-01-22,1,216.57,1.0021329299401391
2020-01-23,1,217.266,1.0053535261410826
2020-01-24,1,215.431,0.9968624427664687
2020-01-27,1,210.991,0.9763172601052774
2020-01-28,1,214.228,0.9912958088157001
2020-01-29,1,214.581,0.9929292433831326
2020-01-30,1,215.335,0.9964182226008216
2020-01-31,0,211.933,0.9801858323954522
2020-02-03,0,215.131,0.9801858323954522
2020-02-04,1,220.061,0.9796957394792545
2020-02-05,1,220.778,0.9828877718939333
2020-02-06,1,222.679,0.9913508871244833
2020-02-07,1,221.717,0.987068132336588
2020-02-10,1,224.402,0.999021559161431
2020-02-11,1,224.442,0.9991996362835889
2020-02-12,1,226.628,1.0089315510095132
2020-02-13,1,226.345,1.0076716553702467
2020-02-14,1,226.993,1.0105565047492033
2020-02-18,1,227.078,1.0109349186337888
2020-02-19,1,229.255,1.0206267660072277
2020-02-20,1,227.118,1.0111129957559466
2020-02-21,0,222.756,0.9911978387418451
2020-02-24,0,214.168,0.9911978387418451
2020-02-25,0,208.346,0.9911978387418451
2020-02-26,0,209.404,0.9911978387418451
2020-02-27,0,198.936,0.9911978387418451
2020-02-28,0,199.09,0.9911978387418451
2020-03-02,0,209.346,0.9911978387418451
2020-03-03,0,202.659,0.9911978387418451
2020-03-04,0,211.109,0.9911978387418451
2020-03-05,0,204.678,0.9911978387418451
2020-03-06,0,201.237,0.9911978387418451
2020-03-09,0,187.259,0.9911978387418451
2020-03-10,0,197.445,0.9911978387418451
2020-03-11,0,188.846,0.9911978387418451
2020-03-12,0,171.534,0.9911978387418451
2020-03-13,0,186.073,0.9911978387418451
2020-03-16,0,163.79,0.9911978387418451
2020-03-17,0,176.182,0.9911978387418451
2020-03-18,0,170.838,0.9911978387418451
2020-03-19,0,171.87,0.9911978387418451
2020-03-20,0,165.114,0.9911978387418451
2020-03-23,0,165.252,0.9911978387418451
2020-03-24,0,178.075,0.9911978387418451
2020-03-25,0,176.742,0.9911978387418451
2020-03-26,0,186.063,0.9911978387418451
2020-03-27,0,179.681,0.9911978387418451
2020-03-30,0,186.2,0.9911978387418451
2020-03-31,0,184.602,0.9911978387418451
2020-04-01,0,176.752,0.9911978387418451
2020-04-02,0,180.358,0.9911978387418451
2020-04-03,0,177.787,0.9911978387418451
2020-04-06,1,190.503,0.9907022398224742
2020-04-07,1,190.425,0.99029660434846
2020-04-08,1,194.474,1.0113532458136398
2020-04-09,1,194.761,1.0128457763398209
2020-04-13,1,196.838,1.0236471209491513
2020-04-14,1,205.405,1.0681994171783924
2020-04-15,1,203.062,1.0560147515935772
2020-04-16,1,206.768,1.075287637064053
2020-04-17,1,208.748,1.0855845375582631
2020-04-20,1,206.268,1.0726874096665253
2020-04-21,1,198.651,1.0330755454925868
2020-04-22,1,204.542,1.0637114246902593
2020-04-23,1,204.101,1.0614180241256397
2020-04-24,1,207.336,1.0782414953876445
2020-04-27,1,209.012,1.0869574576241574
2020-04-28,1,205.052,1.0663636566357373
2020-04-29,1,212.334,1.104233368453332
2020-04-30,1,212.247,1.1037809288861622
2020-05-01,0,206.268,1.0721510659616915
2020-05-04,0,208.679,1.0721510659616915
2020-05-05,0,211.04,1.0721510659616915
2020-05-06,0,212.334,1.0721510659616915
2020-05-07,1,215.071,1.0716149904287107
2020-05-08,1,218.031,1.0863635170625618
2020-05-11,1,219.972,1.0960347637505026
2020-05-12,1,215.354,1.0730250691575554
2020-05-13,1,212.669,1.0596467603697546
2020-05-14,1,215.081,1.0716648165322034
2020-05-15,1,216.473,1.078600610138393
2020-05-18,1,220.499,1.0986605994045702
2020-05-19,1,219.962,1.0959849376470099
2020-05-20,1,224.343,1.1178137535871793
2020-05-21,1,221.903,1.1056561843349506
2020-05-22,1,222.669,1.1094728638624947
2020-05-26,1,222.071,1.1064932628736288
2020-05-27,1,223.276,1.112497308344504
2020-05-28,1,222.981,1.111027438291468
2020-05-29,1,226.266,1.1273953132888332
2020-06-01,1,226.943,1.1307685404952919
2020-06-02,1,228.46,1.1383271603951406
2020-06-03,1,229.482,1.1434193881720986
2020-06-04,1,227.883,1.1354521942236095
2020-06-05,1,232.394,1.1579287495091846
2020-06-08,1,234.216,1.1670070655655618
2020-06-09,1,235.912,1.1754575727179304
2020-06-10,1,238.715,1.1894238295269453
2020-06-11,0,226.903,1.13000395146328
2020-06-12,0,228.707,1.13000395146328
2020-06-15,0,231.481,1.13000395146328
2020-06-16,0,235.47,1.13000395146328
2020-06-17,0,236.198,1.13000395146328
2020-06-18,0,236.844,1.13000395146328
2020-06-19,0,236.805,1.13000395146328
2020-06-22,0,239.647,1.13000395146328
2020-06-23,1,241.695,1.1294389494875485
2020-06-24,1,236.696,1.1060786594174674
2020-06-25,1,238.951,1.1166162577587424
2020-06-26,1,233.321,1.0903073093501494
2020-06-29,1,235.872,1.1022281135047358
2020-06-30,1,240.481,1.123765936455927
2020-07-01,1,243.294,1.1369110646749985
2020-07-02,1,244.941,1.1446074835078497
2020-07-06,1,250.961,1.172738899035333
2020-07-07,1,249.233,1.164663967800866
2020-07-08,1,252.519,1.1800194215256683
2020-07-09,1,254.646,1.189958876812538
2020-07-10,1,256.372,1.19802446206178
2020-07-13,1,251.107,1.1734211559567636
2020-07-14,1,252.891,1.1817577747775327
2020-07-15,1,253.412,1.1841924039286655
2020-07-16,1,251.674,1.1760707427680732
2020-07-17,1,251.97,1.1774539485813844
2020-07-20,1,259.118,1.2108564997758113
2020-07-21,1,256.401,1.1981599788475437
2020-07-22,1,257.31,1.2024077291323414
2020-07-23,0,250.586,1.1704010335422281
2020-07-24,0,248.215,1.1704010335422281
2020-07-27,0,252.646,1.1704010335422281
2020-07-28,0,249.43,1.1704010335422281
2020-07-29,0,252.301,1.1704010335422281
2020-07-30,0,253.636,1.1704010335422281
2020-07-31,0,258.144,1.1704010335422281
2020-08-03,1,261.646,1.169815833025457
2020-08-04,1,262.605,1.1741035094427208
2020-08-05,1,263.254,1.1770051799273966
2020-08-06,1,266.742,1.19259998216245
2020-08-07,1,263.654,1.1787935746791227
2020-08-10,1,262.537,1.173799482334927
2020-08-11,0,257.557,1.1509582006920964
2020-08-12,0,264.037,1.1509582006920964
2020-08-13,0,264.645,1.1509582006920964
2020-08-14,0,264.33,1.1509582006920964
2020-08-17,0,267.41,1.1509582006920964
2020-08-18,1,269.98,1.1503827215917504
2020-08-19,1,268.163,1.1426404984451017
2020-08-20,1,271.88,1.1584786071055824
2020-08-21,1,273.761,1.166493533764276
2020-08-24,1,275.486,1.17384374561236
2020-08-25,1,277.645,1.1830432281514984
2020-08-26,1,283.563,1.2082597810308968
2020-08-27,1,282.684,1.2045143687326558
2020-08-28,1,284.124,1.2106501977536652
2020-08-31,1,286.407,1.2203780433473905
2020-09-01,1,291.299,1.2412228180493199
2020-09-02,1,294.055,1.2529661130367518
2020-09-03,0,279.153,1.1888740702517289
2020-09-04,0,275.438,1.1888740702517289
2020-09-08,0,262.193,1.1888740702517289
2020-09-09,0,269.9,1.1888740702517289
2020-09-10,0,264.508,1.1888740702517289
2020-09-11,0,262.673,1.1888740702517289
2020-09-14,0,267.253,1.1888740702517289
2020-09-15,0,271.046,1.1888740702517289
2020-09-16,0,266.712,1.1888740702517289
2020-09-17,0,262.547,1.1888740702517289
2020-09-18,0,259.206,1.1888740702517289
2020-09-21,0,260.204,1.1888740702517289
2020-09-22,0,265.026,1.1888740702517289
2020-09-23,0,256.94,1.1888740702517289
2020-09-24,0,258.134,1.1888740702517289
2020-09-25,0,264.135,1.1888740702517289
2020-09-28,0,269.634,1.1888740702517289
2020-09-29,0,268.411,1.1888740702517289
2020-09-30,0,270.251,1.1888740702517289
2020-10-01,1,274.536,1.188279633216603
2020-10-02,1,266.811,1.154843361956738
2020-10-05,1,272.496,1.179449860612056
2020-10-06,1,267.644,1.158448852436928
2020-10-07,1,272.261,1.1784327054345716
2020-10-08,1,273.711,1.1847087692956466
2020-10-09,1,277.898,1.2028314447344888
2020-10-12,1,286.487,1.2400073843915735
2020-10-13,1,286.477,1.2399641011925313
2020-10-14,1,284.085,1.2296107599817097
2020-10-15,1,282.173,1.2213350123248992
2020-10-16,1,280.614,1.2145871615942674
2020-10-19,0,276.055,1.1942569239754914
2020-10-20,0,276.644,1.1942569239754914
2020-10-21,0,276.429,1.1942569239754914
2020-10-22,0,276.419,1.1942569239754914
2020-10-23,0,276.967,1.1942569239754914
2020-10-26,0,272.792,1.1942569239754914
2020-10-27,0,274.939,1.1942569239754914
2020-10-28,0,264.213,1.1942569239754914
2020-10-29,0,268.839,1.1942569239754914
2020-10-30,0,262.028,1.1942569239754914
2020-11-02,0,262.605,1.1942569239754914
2020-11-03,0,267.145,1.1942569239754914
2020-11-04,0,279.075,1.1942569239754914
2020-11-05,1,286.35,1.1936597955135038
2020-11-06,1,286.565,1.1945560303870342
2020-11-09,1,280.692,1.1700742284696226
2020-11-10,1,275.682,1.1491898716492188
2020-11-11,1,281.839,1.1748555373065495
2020-11-12,1,280.516,1.1693405664336165
2020-11-13,1,282.975,1.179590992266226
2020-11-16,1,285.193,1.1888368013336224
2020-11-17,1,284.281,1.1850350980561357
2020-11-18,1,282.183,1.1762895131041982
2020-11-19,1,284.388,1.1854811312257532
2020-11-20,0,282.446,1.1767971447051002
2020-11-23,0,282.456,1.1767971447051002
2020-11-24,0,286.427,1.1767971447051002
2020-11-25,1,288.181,1.1762087461327477
2020-11-27,1,290.84,1.1870614361295448
2020-11-30,1,291.437,1.1894980874751968
2020-12-01,1,295.172,1.2047424639844249
2020-12-02,1,295.553,1.2062975128331572
2020-12-03,1,295.966,1.2079831694592111
2020-12-04,1,297.17,1.2128972870809276
2020-12-07,1,298.858,1.2197868473346294
2020-12-08,1,299.867,1.2239050738132937
2020-12-09,1,293.083,1.1962162250211648
2020-12-10,1,294.25,1.200979327400353
2020-12-11,0,293.593,1.197698637578988
2020-12-14,0,295.73,1.197698637578988
2020-12-15,0,298.897,1.197698637578988
2020-12-16,1,300.533,1.1970997882601986
2020-12-17,1,302.504,1.2049507852643908
2020-12-18,1,301.583,1.2012822067555826
2020-12-21,1,301.024,1.1990555668137544
2020-12-22,1,301.837,1.2022939537058943
2020-12-23,1,300.318,1.1962433882825723
2020-12-24,1,301.642,1.201517218842466
2020-12-28,1,304.691,1.213662165501919
2020-12-29,1,304.964,1.214749594310719
2020-12-30,1,304.974,1.2147894268678177
2020-12-31,1,305.72,1.2177609356273953
2021-01-04,0,301.395,1.1999330880047823
2021-01-05,0,303.886,1.1999330880047823
2021-01-06,0,299.681,1.1999330880047823
2021-01-07,1,306.934,1.1993331214607799
2021-01-08,1,310.877,1.214740246438527
2021-01-11,1,306.385,1.1971879245009058
2021-01-12,1,305.895,1.1952732678336229
2021-01-13,1,307.964,1.2033578079246599
2021-01-14,1,306.317,1.196922217045038
2021-01-15,0,303.886,1.1868294639100148
2021-01-19,0,308.318,1.1868294639100148
2021-01-20,1,315.505,1.18623604917806
2021-01-21,1,318.015,1.1956731499639015
2021-01-22,1,317.091,1.1921990937383566
